EE ID,SAP,ASSET TAG," Host Name"," MAC Address"," EMPLOYEE NAME",STATUS,Month,Year,DEPLOYED DATE," POSITION",BUSINESS UNIT,Operating System,Storage Location,REVISED MODEL 1," DESCRIPTION",SERIAL NO.,ACQUISITION DATE,WARRANTY EXPIRE,ACQUISITION COST,PURCHASED PRICE,ACCOUNTABILITY FORM,PO# / SI#,LAST USER,VENDOR NAME,
05-03214,100357,100358,100358,087190AE5324,"BAUTISTA, ADRIAN AQUINO",Deployed,June,2026,"Jun 24, 2026",Data Engineer,Delivery Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-G7T8BJ,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",,PO# 4700001818,"CORTEZ, FRANCIS SANTOS",Iridium Technologies Inc.,
05-01769,100358,100359,100359,08719083D89C,"CABRERA, DENISE RIVERA",Deployed,January,2025,"Jan 22, 2025",QA Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-S94HJ7,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_CABRERA__DENISE_RIVERA.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03082,100359,100360,100360,087190745CF1,"DEL ROSARIO, CAMILLE RIVERA",Deployed,January,2025,"Jan 13, 2025",Business Analyst,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-XEAHS5,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_DEL_ROSARIO__CAMILLE_RIVERA.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03172,100360,100361,100361,08719092A811,"BERNARDO, ROCHELLE SANTOS",Deployed,August,2025,"Aug 15, 2025",Sr. Software Engineer (Fullstack),Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-5AFSGU,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_BERNARDO__ROCHELLE_SANTOS.pdf,PO# 4700001818,"MORALES, ANDREA GAIL SANTOS",Iridium Technologies Inc.,
05-01773,100361,100362,100362,087190EA4ED3,"DOMINGO, CHRISTINE JOY MENDOZA",Deployed,December,2024,"Dec 20, 2024",Software Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-1WMY5B,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_DOMINGO__CHRISTINE_JOY_MENDOZA.pdf,PO# 4700001818,"DOMINGO, CHRISTINE JOY MENDOZA",Iridium Technologies Inc.,
05-01615,100362,100363,100363,087190E6028A,"MARQUEZ, CHARLENE FLORES",Deployed,January,2025,"Jan 15, 2025",Accountant,Finance,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-7B1JFW,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_MARQUEZ__CHARLENE_FLORES.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03059,100363,100364,100364,0871908B844C,"JAVIER, JASMIN DELA CRUZ",Deployed,January,2025,"Jan 30, 2025",Jr. QA Engineer,Client Based Globe,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-9087JA,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_JAVIER__JASMIN_DELA_CRUZ.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03037,100364,100365,100365,0871907ED894,"LAXAMANA, ANGELO FERNANDEZ",Deployed,December,2024,"Dec 17, 2024",DevOps Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-GKJA97,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_LAXAMANA__ANGELO_FERNANDEZ.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-05120,100365,100366,100366,08719079A0A5,"DE LEON, MARIA CLARA VILLANUEVA",Deployed,January,2025,"Jan 8, 2025",Test Lead,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-608MT3,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_DE_LEON__MARIA_CLARA_VILLANUEVA.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-09659,100366,100367,100367,08719052DD1C,"EVANGELISTA, KATRINA FLORES",Deployed,January,2025,"Jan 7, 2025",QA Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-3R4XA4,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_EVANGELISTA__KATRINA_FLORES.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-01047,100367,100368,100368,0871907F7558,"MORALES, KATRINA BAUTISTA",Deployed,January,2025,"Jan 7, 2025",Sr. Software Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-RUPNLF,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_MORALES__KATRINA_BAUTISTA.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-02514,100368,100369,100369,08719073950E,"FLORES, MONIQUE GARCIA",Deployed,January,2025,"Jan 10, 2025",Sr. HR Specialist,Human Resources,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-NN8W2N,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_FLORES__MONIQUE_GARCIA.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-02495,100369,100370,100370,08719055956E,"RIVERA, ROCHELLE CRUZ",Deployed,January,2025,"Jan 17, 2025",Software Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-8JNH1X,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_RIVERA__ROCHELLE_CRUZ.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03213,100370,100371,100371,087190CE5279,"FERNANDEZ, JUAN CARLOS FERNANDEZ",Deployed,May,2026,"May 8, 2026",Project Accountant,Finance,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-PYK2PU,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_FERNANDEZ__JUAN_CARLOS_FERNANDEZ.pdf,PO# 4700001818,"ATIENZA, ERIKA FLORES",Iridium Technologies Inc.,
05-01795,100371,100372,100372,0871908384A9,"GARCIA, ANGELO CASTILLO",Deployed,January,2025,"Jan 8, 2025",QA Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-Q9XKZY,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_GARCIA__ANGELO_CASTILLO.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03084,100372,100373,100373,0871908173EF,"ESGUERRA, DIANNE CRUZ",Deployed,January,2025,"Jan 10, 2025",Jr. Software Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-Y524XA,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_ESGUERRA__DIANNE_CRUZ.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-02400,100373,100374,100374,087190C3F3FE,"FERNANDEZ, ROCHELLE DELA CRUZ",Deployed,January,2025,"Jan 8, 2025",QA Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-F7SQB0,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_FERNANDEZ__ROCHELLE_DELA_CRUZ.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03169,100374,100375,100375,087190B1C05E,"CABRERA, FRANCIS TORRES",Deployed,June,2025,"Jun 27, 2025",Business Analyst,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-LPRP3N,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_CABRERA__FRANCIS_TORRES.pdf,PO# 4700001818,"BAUTISTA, ANGELA MAE MENDOZA",Iridium Technologies Inc.,
05-03081,100375,100376,100376,087190C84F6A,"MAGNO, RAFAEL SANTOS",Deployed,December,2024,"Dec 18, 2024",Lead Technical Support Specialist,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-XEJQDM,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_MAGNO__RAFAEL_SANTOS.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-01752,100376,100377,100377,087190680236,"CORPUZ, JUAN CARLOS MENDOZA",Deployed,January,2025,"Jan 24, 2025",Legal Assistant,Legal,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-MN8PQA,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_CORPUZ__JUAN_CARLOS_MENDOZA.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03151,100377,100378,100378,08719059D06A,"CORPUZ, CHRISTINE JOY FERNANDEZ",Deployed,April,2026,"Apr 23, 2026",Solutions Designer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-M52L5H,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",,PO# 4700001818,"SORIANO, DIANNE BAUTISTA",Iridium Technologies Inc.,
05-02314,100378,100379,100379,087190630B38,"TORRES, JOHN PAUL CASTILLO",Deployed,January,2025,"Jan 13, 2025",QA Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-M6B3PJ,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_TORRES__JOHN_PAUL_CASTILLO.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03150,100379,100380,100380,087190836340,"DEL ROSARIO, PATRICIA ANNE GARCIA",Deployed,April,2025,"Apr 4, 2025",Project Manager (Scrum Master),Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-XX8HAA,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_DEL_ROSARIO__PATRICIA_ANNE_GARCIA.pdf,PO# 4700001818,"MAGNO, MARIA CLARA FLORES",Iridium Technologies Inc.,
05-02517,100380,100381,100381,087190634FDE,"TORRES, MARIA CLARA MENDOZA",Deployed,January,2025,"Jan 20, 2025",Lead Software Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-6U84L5,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_TORRES__MARIA_CLARA_MENDOZA.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-06958,100381,100382,100382,087190C203E3,"RIVERA, JEROME RAMOS",Deployed,July,2026,"Jul 3, 2026",Jr. SEO Specialist,Client Based Globe,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-9KXBW6,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",,PO# 4700001818,"HERNANDEZ, JOSHUA BAUTISTA",Iridium Technologies Inc.,
05-03191,100382,100383,100383,087190944C3D,"GARCIA, ALEXANDER CASTILLO",Deployed,November,2025,"Nov 6, 2025",Project Manager,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-TP1VDX,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",,PO# 4700001818,"MERCADO, ANDREA GAIL LOPEZ",Iridium Technologies Inc.,
05-06890,100383,100384,100384,0871900E6751,"PASCUAL, ADRIAN CASTILLO",Deployed,September,2025,"Sep 29, 2025",Metadata Administrator,Client Based Globe,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-93Z44S,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",,PO# 4700001818,"NAVARRO, DANIEL JOSEPH FLORES",Iridium Technologies Inc.,
05-04714,100384,100385,100385,087190652496,"MALABANAN, CHRISTIAN FERNANDEZ",Deployed,January,2025,"Jan 9, 2025",Capability Lead,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-5RJXTW,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_MALABANAN__CHRISTIAN_FERNANDEZ.pdf,PO# 4700001818,,Iridium Technologies Inc.,
CON-00021,100385,100386,100386,087190AE85CF,"EVANGELISTA, ADRIAN GARCIA",Deployed,January,2026,"Jan 9, 2026",Accountant (Revenue),Finance,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-A5XA9H,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_EVANGELISTA__ADRIAN_GARCIA.pdf,PO# 4700001818,"ATIENZA, ALEXANDER VILLANUEVA",Iridium Technologies Inc.,
05-02334,100386,100387,100387,0871906E620C,"RAMOS, KATHERINE ROSE FERNANDEZ",Deployed,December,2024,"Dec 17, 2024",Sr. Web Developer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-QEYYB3,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_RAMOS__KATHERINE_ROSE_FERNANDEZ.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-01791,100387,100388,100388,087190D94712,"CRUZ, KENNETH BAUTISTA",Deployed,January,2025,"Jan 16, 2025",Scrum Master,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-K3N4X2,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_CRUZ__KENNETH_BAUTISTA.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-01096,100388,100389,100389,087190DF5301,"CABRERA, CAMILLE GARCIA",Deployed,January,2025,"Jan 9, 2025",Workforce Manager / Lead Recruiter,Talent Acquisition Group (TAG),MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-28N4Q7,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_CABRERA__CAMILLE_GARCIA.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03193,100389,100390,100390,087190E7B83F,"MIRANDA, KEVIN AQUINO",Deployed,January,2026,"Jan 16, 2026",Jr. DevOps Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-W74FH2,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_MIRANDA__KEVIN_AQUINO.pdf,PO# 4700001818,"CORTEZ, JASMIN MENDOZA",Iridium Technologies Inc.,
05-06952,100390,100391,100391,08719018B74A,"OCAMPO, KATRINA RIVERA",Deployed,March,2026,"Mar 13, 2026",Campaign Assurance Analyst,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-TLJJN9,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_OCAMPO__KATRINA_RIVERA.pdf,PO# 4700001818,"DEL ROSARIO, JASMIN SANTOS",Iridium Technologies Inc.,
05-01797,100391,100392,100392,0871909F48B8,"SANTOS, DIANNE RAMOS",Deployed,January,2025,"Jan 7, 2025",Systems Analyst,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-MPFEWA,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_SANTOS__DIANNE_RAMOS.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03037,100392,100393,100393,087190B6997D,"HERNANDEZ, PATRICK OLIVER LOPEZ",Deployed,January,2025,"Jan 6, 2025",Portfolio Manager,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-028HBP,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_HERNANDEZ__PATRICK_OLIVER_LOPEZ.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-02380,100393,100394,100394,08719011B5CF,"MAGNO, SOFIA BAUTISTA",Deployed,January,2025,"Jan 8, 2025",Solutions Designer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-2EAMQR,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_MAGNO__SOFIA_BAUTISTA.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03123,100394,100395,100395,08719020D37F,"DELA CRUZ, JASMIN SANTOS",Deployed,February,2025,"Feb 4, 2025",Data Analyst,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-H9Q6PF,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_DELA_CRUZ__JASMIN_SANTOS.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-01658,100395,100396,100396,087190A0C9BD,"ILAGAN, JUAN CARLOS TORRES",Deployed,January,2025,"Jan 10, 2025",QA Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-MEEJEG,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_ILAGAN__JUAN_CARLOS_TORRES.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-06943,100396,100397,100397,087190621D34,"BAUTISTA, CHARLENE AQUINO",Deployed,January,2026,"Jan 9, 2026",Jr. Technical Support Specialist,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-C253CH,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_BAUTISTA__CHARLENE_AQUINO.pdf,PO# 4700001818,"AGUILAR, PATRICK OLIVER DELA CRUZ",Iridium Technologies Inc.,
05-02962,100397,100398,100398,087190A2E768,"MORALES, DOMINIC DELA CRUZ",Deployed,January,2025,"Jan 17, 2025",Lead Software Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-39U0ZC,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_MORALES__DOMINIC_DELA_CRUZ.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-02400,100398,100399,100399,0871908A68C8,"GUTIERREZ, PAULO MIGUEL LOPEZ",Deployed,January,2025,"Jan 22, 2025",Sr. Software Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-70CHPE,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_GUTIERREZ__PAULO_MIGUEL_LOPEZ.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-02356,100399,100400,100400,08719048320B,"OCAMPO, FRANCIS TORRES",Deployed,January,2025,"Jan 20, 2025",QA Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-10FT78,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_OCAMPO__FRANCIS_TORRES.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03196,100400,100401,100401,087190ED8D23,"MALABANAN, FRANCIS RIVERA",Deployed,March,2026,"Mar 18, 2026",Project Manager,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-WUCU26,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_MALABANAN__FRANCIS_RIVERA.pdf,PO# 4700001818,"CABRERA, KEVIN FERNANDEZ",Iridium Technologies Inc.,
05-03213,100401,100402,100402,087190D434A8,"JAVIER, KEVIN FLORES",Deployed,April,2026,"Apr 30, 2026",Business Analyst Lead,Client Based Globe,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-Q5PQME,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",,PO# 4700001818,"FERNANDEZ, JOSHUA LOPEZ",Iridium Technologies Inc.,
05-03100,100402,100403,100403,087190D7E6B8,"CALDERON, JEROME FLORES",Deployed,January,2025,"Jan 20, 2025",Solutions Designer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-WWSJ8E,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_CALDERON__JEROME_FLORES.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03104,100403,100404,100404,08719048A6ED,"MAGNO, ALEXANDER MENDOZA",Deployed,January,2025,"Jan 10, 2025",Application Support Specialist,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-CZ71GD,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_MAGNO__ALEXANDER_MENDOZA.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03057,100404,100405,100405,087190FB9A8A,"VALDEZ, PATRICK OLIVER CASTILLO",Deployed,February,2025,"Feb 6, 2025",Jr. QA Engineer,Client Based Globe,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-XN172D,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_VALDEZ__PATRICK_OLIVER_CASTILLO.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-05111,100405,100406,100406,087190B04162,"NAVARRO, MARK ANTHONY SANTOS",Deployed,January,2025,"Jan 9, 2025",Solutions Designer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-3FHMJ5,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_NAVARRO__MARK_ANTHONY_SANTOS.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-02452,100406,100407,100407,0871908CF3BC,"DELA CRUZ, MONIQUE TORRES",Deployed,February,2025,"Feb 12, 2025",Software Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-F93L9P,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_DELA_CRUZ__MONIQUE_TORRES.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-02358,100407,100408,100408,08719035DA31,"FLORES, BEATRICE LOPEZ",Deployed,January,2025,"Jan 16, 2025",Software Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-5F76ZF,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_FLORES__BEATRICE_LOPEZ.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-01661,100408,100409,100409,08719093B6A7,"CALDERON, JEROME GARCIA",Deployed,January,2025,"Jan 16, 2025",Sr. Software Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-W7CX9K,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_CALDERON__JEROME_GARCIA.pdf,PO# 4700001818,,Iridium Technologies Inc.,
05-03171,100409,100410,100410,087190E84633,"CRUZ, GABRIEL VILLANUEVA",Deployed,July,2025,"Jul 11, 2025",Solutions Architect,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-AHU4MD,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_CRUZ__GABRIEL_VILLANUEVA.pdf,PO# 4700001818,"PADILLA, CHRISTINE JOY SANTOS",Iridium Technologies Inc.,
05-06938,100410,100411,100411,0871905F46C8,"BERNARDO, LOVELY FLORES",Deployed,October,2025,"Oct 30, 2025",Jr. Software Engineer (Perl Programmer),Client Based Globe,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-NGHNZF,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_BERNARDO__LOVELY_FLORES.pdf,PO# 4700001818,"DEL ROSARIO, CARLO FERNANDEZ",Iridium Technologies Inc.,
05-01748,100411,100412,100412,08719004E837,"NAVARRO, ALYSSA MARIE TORRES",Deployed,January,2025,"Jan 6, 2025",Release Train Engineer,Technology Group,MacOS,," 2024 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",SN-S8BARG,"Dec 12, 2024","Dec 11, 2027","  68,360.00 ","3,418.00",ACCF_NAVARRO__ALYSSA_MARIE_TORRES.pdf,PO# 4700001818,,Iridium Technologies Inc.,
