xr,EE Name,Laptop Description,Asset Tag,Serial Number,,Laptop Hostname,Host Name,MAC Address,Remarks,ADDRESS,Contact No.,Status,Tech POC,Updated to Master Tracker (Yes or No),,,,,
05-01118,"FERNANDEZ, MARK ANTHONY LOPEZ",,YONDU101408,,,YONDU101408,YONDU101408,,Replacement due to slowness/hang issue of the unit,"Unit 2902, 72 Bonifacio High St, Brgy. Bel-Air, Pasig City, Metro Manila",9277257675,,,,,,,,
,,,,,,,,,FOR DEPLOYMENT ON 03-18-2022,,,,,,,,,,
05-02960,"CASTILLO, DANIEL JOSEPH RAMOS",For Replacement,YONDU101987,SN-SBSB84,,YONDU101987,YONDU101987,,Laptop replacement (Windows to MacOS - Macbook Air) -  as requested by Ms. Joy - pull out old unit,"Unit 3202, 100 Katipunan Avenue, Brgy. Alabang, Calamba City, Laguna",9200065274,,,,,,,,
05-04860,"CASTILLO, CAMILLE RIVERA",for refresh,YONDU101988,SN-7RFQ7P,,YONDU101988,YONDU101988,,for refresh / pull out old unit,"Unit 402, 48 C-5 Road, Brgy. Ugong, Santa Rosa City, Laguna",9184477866,,,,,,,,
05-01633,"ATIENZA, KENNETH DELA CRUZ",for refresh,YONDU101989,SN-3YUC5E,,YONDU101989,YONDU101989,,for refresh / pull out old unit,"Unit 1102, 39 Aurora Boulevard, Brgy. San Lorenzo, Bacoor City, Cavite",9664373538,,,,,,,,
05-01075,"LAXAMANA, ADRIAN FLORES",for refresh,YONDU101990,SN-1BQ19R,,YONDU101990,YONDU101990,,for refresh / pull out old unit,"Unit 1402, 202 Katipunan Avenue, Brgy. Loyola Heights, Las Piñas City, Metro Manila",9668763219,,,,,,,,
05-01724,"MERCADO, JUAN CARLOS FERNANDEZ",for refresh,YONDU101991,SN-EYQ9RD,,YONDU101991,YONDU101991,,for refresh / delivery (user will purchase the old unit),"Unit 802, 150 Bonifacio High St, Brgy. Greenhills, Parañaque City, Metro Manila",9176389603,,,,,,,,
05-01091,"REYES, SOFIA FLORES",for refresh,YONDU101992,SN-L08F67,,YONDU101992,YONDU101992,,for refresh / pull out old unit,"Unit 802, 129 Boni Avenue, Brgy. Loyola Heights, Antipolo City, Rizal",9665903578,,,,,,,,
05-04783,"CORTEZ, GABRIEL DELA CRUZ",for refresh,YONDU101993,SN-DF5QL6,,YONDU101993,YONDU101993,,for refresh / delivery (user will purchase the old unit),"Unit 2502, 198 Alabang-Zapote Road, Brgy. Moonwalk, Bacoor City, Cavite",9187857991,,,,,,,,
05-01093,"MALABANAN, BEATRICE BAUTISTA",Pull out extra unit (no replacement),YONDU101994,,,YONDU101994,YONDU101994,,PULLOUT EXTRA UNIT ONLY,"Unit 1102, 104 Aguinaldo Highway, Brgy. Bel-Air, Makati City, Metro Manila",9203017643,,,,,,,,
05-01617,"ALCANTARA, GABRIEL SANTOS",for refresh,YONDU101995,SN-MUQHCB,,YONDU101995,YONDU101995,,for refresh / pull out old unit,"Unit 2302, 191 C-5 Road, Brgy. Loyola Heights, Muntinlupa City, Metro Manila",9205066609,,,,,,,,
05-01613,"CORPUZ, BEATRICE TORRES",for refresh,YONDU101996,SN-5VP20H,,YONDU101996,YONDU101996,,for refresh / pull out old unit,"Unit 4002, 56 Alabang-Zapote Road, Brgy. Poblacion, Santa Rosa City, Laguna",9200129146,,,,,,,,
05-02378,"MAGNO, ALEXANDER CRUZ",For Replacement,YONDU101677,SN-YBLHYS,,YONDU101677,YONDU101677,,Hardware issue - Trackpad not working even after Reset and Reformat (Drivers are not working) -  pull out old unit,"Unit 1102, 36 Aguinaldo Highway, Brgy. San Antonio, Makati City, Metro Manila",9173421325,,,,,,,,
05-04989,"NAVARRO, FRANCIS CASTILLO",for refresh,YONDU101997,SN-8SBTUG,,YONDU101997,YONDU101997,,for refresh / pull out old unit,"Unit 502, 118 Commonwealth Avenue, Brgy. San Antonio, Santa Rosa City, Laguna",9059666008,,,,,,,,
05-01683,"LOPEZ, DANIEL JOSEPH LOPEZ",For Replacement,YONDU101300,SN-WBRPBZ,,YONDU101300,YONDU101300,,Frequent Blue Screen and Overheating -  pull out old unit,"Unit 502, 137 Ayala Avenue, Brgy. Kapitolyo, Antipolo City, Rizal",9180902475,,,,,,,,
05-03026,"GUTIERREZ, JOSHUA MENDOZA",for refresh,YONDU101998,SN-KDG1S9,,YONDU101998,YONDU101998,,for refresh / delivery (user will purchase the old unit),"Unit 1602, 19 Ayala Avenue, Brgy. Kapitolyo, Pasig City, Metro Manila",9051451547,,,,,,,,
05-04995,"RAMOS, CARLO CASTILLO",for refresh,YONDU101999,SN-C2H9H4,,YONDU101999,YONDU101999,,for refresh / delivery (user will purchase the old unit),"Unit 1802, 58 Dr. A. Santos Ave, Brgy. Moonwalk, Quezon City, Metro Manila",9270510040,,,,,,,,
05-01682,"FRANCISCO, JEROME MERCADO",for refresh,YONDU102000,SN-VGRY69,,YONDU102000,YONDU102000,,for refresh / pull out old unit,"Unit 3502, 250 Marcos Highway, Brgy. BF Homes, Makati City, Metro Manila",9057454370,,,,,,,,
05-01706,"CABRERA, DOMINIC SANTOS",use Lenovo 14s,YONDU102001,SN-F5FXJF,,YONDU102001,YONDU102001,,replacement due to hardware issue,"Unit 3902, 34 Alabang-Zapote Road, Brgy. Loyola Heights, Taguig City, Metro Manila",9277257675,,,,,,,,
,JEROME NAVARRO,Temp Laptop,YONDU101779,,,YONDU101779,YONDU101779,,"Temporary use of laptop for March 19, 2022","Unit 3402, 80 Dr. A. Santos Ave, Brgy. Alabang, Quezon City, Metro Manila",,,,,,,,,
,JEROME NAVARRO,Temp Laptop,102002,,,102002,102002,,"Temporary use of laptop for March 19, 2022","Unit 3402, 80 Dr. A. Santos Ave, Brgy. Alabang, Quezon City, Metro Manila",,,,,,,,,
,,,,,,,,,"RELEASED DATE: MARCH 22, 2022",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-07087,MARIA CLARA BAUTISTA,,YONDU101251,SN-3EJZ4B,,YONDU101251,YONDU101251,,Remarks,"Unit 302, 81 Dr. A. Santos Ave, Brgy. Alabang, Muntinlupa City, Metro Manila",9182055197,Status,IT Tech Support,Updated to Master Tracker (Yes or No),,,,,
05-02382,"MARQUEZ, DANIEL JOSEPH FERNANDEZ",Use Brand New Dell 3420,YONDU102003,SN-N9LLDM,,YONDU102003,YONDU102003,,UBP,"Unit 3002, 247 Aguinaldo Highway, Brgy. Alabang, Imus City, Cavite",9661079673,,,,,,,,
05-02400,"AQUINO, CAMILLE FERNANDEZ","Use returned Acer or Lenovo (E14, L14 or 14S)",YONDU101271,SN-11VMMY,,YONDU101271,YONDU101271,,WIFI OPS,"Unit 3702, 157 Ayala Avenue, Brgy. Bagong Ilog, Antipolo City, Rizal",9273733890,,,,,,,,
05-02383,"MERCADO, JASMIN GARCIA",Use Brand New Dell 3420,YONDU102004,SN-1MQ839,,YONDU102004,YONDU102004,,Prodman,"Unit 2302, 10 Katipunan Avenue, Brgy. Ugong, Quezon City, Metro Manila",9188295320,,,,,,,,
05-02383,"SERRANO, ALEXANDER RAMOS",Use Brand New Dell 3420,YONDU102005,SN-F1QVA8,,YONDU102005,YONDU102005,,PRODMAN,"Unit 902, 119 Rizal Avenue, Brgy. Alabang, Calamba City, Laguna",9184780295,,,,,,,,
05-02383,"MERCADO, DOMINIC TORRES",Use Brand New Dell 3420,YONDU102006,SN-L75HQ2,,YONDU102006,YONDU102006,,Personal Collection,"Unit 3702, 73 Rizal Avenue, Brgy. San Lorenzo, Mandaluyong City, Metro Manila",9051688754,,,,,,,,
05-02384,"ALCANTARA, MARK ANTHONY AQUINO",Use Brand New Dell 3420,YONDU102007,SN-972HL7,,YONDU102007,YONDU102007,,ISG,"Unit 1602, 226 Marcos Highway, Brgy. Moonwalk, Muntinlupa City, Metro Manila",9054418694,,,,,,,,
05-02400,"PADILLA, JASMIN BAUTISTA",Use Brand New Dell 3420,YONDU102008,SN-CMXX2T,,YONDU102008,YONDU102008,,Digital Growth,"Unit 3302, 205 Ortigas Avenue, Brgy. BF Homes, Las Piñas City, Metro Manila",9667503254,,,,,,,,
05-06676,"BAUTISTA, RAFAEL FLORES","Use returned Acer or Lenovo (E14, L14 or 14S)",YONDU101456,SN-EW7MCD,,YONDU101456,YONDU101456,,Samsung PARAN NOC,"Unit 2802, 29 Governor Drive, Brgy. San Antonio, Quezon City, Metro Manila",9174444804,,,,,,,,
05-02400,"PASCUAL, ANGELA MAE RAMOS",Use Brand New Dell 3420,YONDU102009,SN-SXPNRV,,YONDU102009,YONDU102009,,UnionBank of the Philippines.,"Unit 3702, 127 Alabang-Zapote Road, Brgy. Poblacion, Calamba City, Laguna",9173189682,,,,,,,,
05-02381,"VILLANUEVA, SOFIA RAMOS","Use returned Acer or Lenovo (E14, L14 or 14S)",YONDU101382,SN-797C6L,,YONDU101382,YONDU101382,,N/A,"Unit 1502, 107 Marcos Highway, Brgy. Wack-Wack, Las Piñas City, Metro Manila",9187253292,,,,,,,,
05-02382,"CALDERON, KENNETH BAUTISTA","Use returned Acer or Lenovo (E14, L14 or 14S)",YONDU102010,SN-Y17AP6,,YONDU102010,YONDU102010,,Lucky8,"Unit 3602, 16 Boni Avenue, Brgy. Ugong, Muntinlupa City, Metro Manila",9278575251,,,,,,,,
05-02400,"FERNANDEZ, ROCHELLE DELA CRUZ",Use Brand New Dell 3420,YONDU102011,SN-B8J3KB,,YONDU102011,YONDU102011,,Glife,"Unit 2902, 23 Marcos Highway, Brgy. BF Homes, Taguig City, Metro Manila",9669778816,,,,,,,,
05-04716,"DOMINGO, ALYSSA MARIE AQUINO","Use returned Acer or Lenovo (E14, L14 or 14S)",YONDU101508,SN-79HV0J,,YONDU101508,YONDU101508,,For Replacement - Device not turning ON - Pull out old unit,"Unit 1402, 203 Bonifacio High St, Brgy. Bel-Air, Las Piñas City, Metro Manila",9203579342,,,,,,,,
05-02314,"ALCANTARA, PATRICIA ANNE AQUINO",For Replacement,YONDU102012,SN-H7WCDD,,YONDU102012,YONDU102012,,For replacement - Unable to login to user accounts and Reset This PC is not working - Pull out old unit,"Unit 1002, 4 Governor Drive, Brgy. Palanan, Santa Rosa City, Laguna",9183508781,,,,,,,,
05-09659,"EVANGELISTA, KATRINA FLORES","Use returned Acer or Lenovo (E14, L14 or 14S)",YONDU102013,SN-USJ3X7,,YONDU102013,YONDU102013,,Replacement due to EOL of current laptop (6yrs) - user will purchase her old laptop,"Unit 1002, 51 Alabang-Zapote Road, Brgy. Bagong Ilog, Parañaque City, Metro Manila",9276125870,,,,,,,,
05-02890,"ILAGAN, KENNETH RAMOS","Use returned Acer or Lenovo (E14, L14 or 14S)",YONDU101288,SN-NELAU0,,YONDU101288,YONDU101288,,replacement due to damaged LCD (for vendor quotation/repair) - pull out old unit,"Unit 3802, 60 Dr. A. Santos Ave, Brgy. San Lorenzo, Pasig City, Metro Manila",9179320704,,,,,,,,
05-01728,"SORIANO, KATRINA LOPEZ",NA,YONDU102014,,,YONDU102014,YONDU102014,,FOR AXA CONFIGURATION,"Unit 3202, 247 Katipunan Avenue, Brgy. Moonwalk, Pasig City, Metro Manila",9189144498,,,,,,,,
,,,,,,,,,FOR DEPLOYMENT ON 03-23-2022,,,,,,,,,,
05-01662,"MENDOZA, SOFIA CASTILLO",for refresh,YONDU102015,SN-WJ3P7H,,YONDU102015,YONDU102015,,for refresh / pull out old unit,"Unit 2502, 138 Ayala Avenue, Brgy. Poblacion, Muntinlupa City, Metro Manila",9664166545,,,,,,,,
05-02549,"DELA CRUZ, SOFIA AQUINO","Use returned Acer or Lenovo (E14, L14 or 14S)",YONDU101282,SN-EZ1X0N,,YONDU101282,YONDU101282,,"replacement due to slowness (EOL) 
- user will purchase her old laptop","Unit 2202, 234 Marcos Highway, Brgy. Ugong, Pasig City, Metro Manila",9179937744,,,,,,,,
05-03017,"GONZALES, ANDREA GAIL FERNANDEZ",use L14 or E14 i7,YONDU102016,PF-PF2NS1,,YONDU102016,YONDU102016,,Replacement request (macOS to Windows) - EOL - user will purchase her old laptop,"Unit 802, 157 Rizal Avenue, Brgy. Pinyahan, Taguig City, Metro Manila",9188439270,,,,,,,,
05-02383,"REYES, KENNETH MERCADO",Use Brand New Dell 3420,YONDU102017,SN-JC6TFV,,YONDU102017,YONDU102017,,Mynt,"Unit 2502, 64 C-5 Road, Brgy. Pinyahan, Parañaque City, Metro Manila",9170181890,,,,,,,,
05-01792,"MORALES, CAMILLE VILLANUEVA",,YONDU101452,SN-4DJQLN,,YONDU101452,YONDU101452,,unable to connect to network - pull out old unit,"Unit 3402, 249 C-5 Road, Brgy. Bel-Air, Muntinlupa City, Metro Manila",9201266115,,,,,,,,
05-01752,"MARQUEZ, KATRINA CASTILLO",use E490 (i7),YONDU102018,PF-16H4SC,,YONDU102018,YONDU102018,,Temporary laptop for Mynt Project (Approved by Ms. Joy),"Unit 1002, 71 C-5 Road, Brgy. Alabang, Taguig City, Metro Manila",9184044114,,,,,,,,
,,,,,,,,,FOR DEPLOYMENT ON 03-25-2022,,,,,,,,,,
05-01814,"DEL ROSARIO, CHRISTINE JOY FERNANDEZ","Use returned Acer or Lenovo (E14, L14 or 14S)",YONDU102019,SN-LW3JYT,,YONDU102019,YONDU102019,,Replacement due to slow process and 100% disk usage even when no applications are running - pull out old unit,"Unit 2802, 77 C-5 Road, Brgy. Moonwalk, Calamba City, Laguna",9669793609,,,,,,,,
05-09392,"AQUINO, KATRINA FERNANDEZ",for refresh,YONDU102020,SN-CCVRNB,,YONDU102020,YONDU102020,,for refresh / delivery (user will purchase the old unit),"Unit 1502, 218 Alabang-Zapote Road, Brgy. Ugong, Muntinlupa City, Metro Manila",9171357657,,,,,,,,
05-01700,ANDREA GAIL HERNANDEZ,for refresh,YONDU102021,SN-F0HANS,,YONDU102021,YONDU102021,,for refresh / pull out old unit,"Unit 1002, 69 Bonifacio High St, Brgy. San Antonio, Taguig City, Metro Manila",9183390791,,,,,,,,
05-01662,"LAXAMANA, JASMIN CRUZ",for refresh,YONDU102022,SN-FN0LAT,,YONDU102022,YONDU102022,,for refresh / delivery (user will purchase the old unit),"Unit 3302, 98 Marcos Highway, Brgy. Palanan, Mandaluyong City, Metro Manila",9188753873,,,,,,,,
05-01685,"CRUZ, GABRIEL DELA CRUZ",for refresh,YONDU102023,SN-DUUZLN,,YONDU102023,YONDU102023,,for refresh / delivery (user will purchase the old unit),"Unit 3702, 221 Alabang-Zapote Road, Brgy. San Antonio, Makati City, Metro Manila",9200083805,,,,,,,,
05-04858,"NAVARRO, ALEXANDER RAMOS",for refresh,YONDU102024,SN-AKLBWT,,YONDU102024,YONDU102024,,for refresh / delivery (user will purchase the old unit),"Unit 3102, 136 Governor Drive, Brgy. Alabang, Imus City, Cavite",9185974996,,,,,,,,
05-01093,"DEL ROSARIO, RAFAEL CRUZ",for refresh,YONDU102025,SN-6DB9D0,,YONDU102025,YONDU102025,,for refresh / delivery (user will purchase the old unit),"Unit 1402, 224 C-5 Road, Brgy. Ugong, Calamba City, Laguna",9189951719,,,,,,,,
05-01615,"MARQUEZ, CHARLENE FLORES",for refresh,YONDU102026,SN-L3FLX3,,YONDU102026,YONDU102026,,for refresh / delivery (user will purchase the old unit),"Unit 2102, 47 Governor Drive, Brgy. Kapitolyo, Parañaque City, Metro Manila",9177199218,,,,,,,,
05-09855,"DE LEON, FRANCIS FERNANDEZ",for refresh,YONDU102027,SN-EEZVEE,,YONDU102027,YONDU102027,,for refresh / delivery (user will purchase the old unit),"Unit 2102, 26 Bonifacio High St, Brgy. Pinyahan, Las Piñas City, Metro Manila",9189907751,,,,,,,,
05-01096,"MAGNO, DENISE SANTOS",for refresh,YONDU102028,SN-BGS8NA,,YONDU102028,YONDU102028,,for refresh / delivery (user will purchase the old unit),"Unit 3802, 90 Aurora Boulevard, Brgy. Bel-Air, Parañaque City, Metro Manila",9052624511,,,,,,,,
05-01096,"NATIVIDAD, JOSHUA SANTOS",for refresh,YONDU102029,SN-CXZFAX,,YONDU102029,YONDU102029,,for refresh / delivery (user will purchase the old unit),"Unit 902, 164 Katipunan Avenue, Brgy. Bel-Air, Parañaque City, Metro Manila",9180814071,,,,,,,,
05-02479,"CORTEZ, KENNETH RIVERA",for refresh,YONDU102030,SN-PEHJ40,,YONDU102030,YONDU102030,,for refresh / delivery (user will purchase the old unit),"Unit 902, 208 Rizal Avenue, Brgy. Bel-Air, Parañaque City, Metro Manila",9204304927,,,,,,,,
05-01773,"MAGNO, CHRISTIAN VILLANUEVA",NA,101341,SN-BRWGVR,,101341,101341,,FOR AXA CONFIGURATION,"Unit 3102, 34 Bonifacio High St, Brgy. San Lorenzo, Pasig City, Metro Manila",9204167232,,,,,,,,
05-03030,"FRANCISCO, MONIQUE VILLANUEVA",for refresh,YONDU102031,SN-UB7THW,,YONDU102031,YONDU102031,,for refresh / delivery (user will purchase the old unit),"Unit 3902, 187 Ortigas Avenue, Brgy. Moonwalk, Santa Rosa City, Laguna",9185643593,,,,,,,,
05-01707,"MARQUEZ, PAULO MIGUEL FERNANDEZ",for refresh,YONDU102032,SN-H85G3K,,YONDU102032,YONDU102032,,for refresh / delivery (user will purchase the old unit),"Unit 1102, 31 Shaw Boulevard, Brgy. Pinyahan, Imus City, Cavite",9668044080,,,,,,,,
05-04928,"MERCADO, PAULO MIGUEL SANTOS",for refresh(globe),YONDU102033,SN-LVF9QL,,YONDU102033,YONDU102033,,for refresh / delivery (user will purchase the old unit),"Unit 3302, 248 Rizal Avenue, Brgy. Alabang, Calamba City, Laguna",9187020949,,,,,,,,
05-04785,"MENDOZA, FRANCIS CRUZ",for refresh(globe),YONDU102034,SN-PJWQJE,,YONDU102034,YONDU102034,,for refresh / delivery (user will purchase the old unit),"Unit 2102, 147 Katipunan Avenue, Brgy. Bagong Ilog, Las Piñas City, Metro Manila",9270057771,,,,,,,,
05-01638,"MERCADO, CHRISTIAN VILLANUEVA",for refresh(globe),YONDU102035,SN-F8Y0C7,,YONDU102035,YONDU102035,,for refresh / delivery (user will purchase the old unit),"Unit 702, 96 Ayala Avenue, Brgy. Ugong, Taguig City, Metro Manila",9180555076,,,,,,,,
05-01092,"NAVARRO, BEATRICE CRUZ",for refresh,YONDU102036,SN-46107F,,YONDU102036,YONDU102036,,for refresh / pull out old unit,"Unit 3402, 104 Ayala Avenue, Brgy. Loyola Heights, Mandaluyong City, Metro Manila",9188562109,,,,,,,,
,,,,,,,,,FOR DEPLOYMENT ON 03-24-2022,,,,,,,,,,
05-01794,"CORPUZ, JOSHUA CASTILLO",,YONDU101425,SN-XDWYPG,,YONDU101425,YONDU101425,,for replacement - no power/pullout old unit,"Unit 2502, 21 Bonifacio High St, Brgy. Palanan, Santa Rosa City, Laguna",9180224679,,,,,,,,
05-05178,"FLORES, PATRICIA ANNE FLORES",NA,YONDU101402,SN-BRWGVR,,YONDU101402,YONDU101402,,CHARGER ONLY TYPE C,"Unit 3502, 16 Rizal Avenue, Brgy. Ugong, Quezon City, Metro Manila",9668591377,,,,,,,,
05-02359,"MANALANG, MONIQUE CRUZ",for Yondu configuration,YONDU101844,,,YONDU101844,YONDU101844,,returned by AXA (OS Wiped out) - For Yondu Configuration - via LBC,"Unit 4002, 213 Bonifacio High St, Brgy. Greenhills, Antipolo City, Rizal",9272825128,,,,,,,,
05-02334,"ILAGAN, ANGELA MAE RIVERA",for Yondu configuration,YONDU101713,SN-FFKK54,,YONDU101713,YONDU101713,,returned by AXA (OS Wiped out) - For Yondu Configuration - via LBC,"Unit 3502, 229 Boni Avenue, Brgy. Kapitolyo, Antipolo City, Rizal",9056785398,,,,,,,,
05-02384,"DE LEON, SOFIA MERCADO",,YONDU101983,SN-LK1P5G,,YONDU101983,YONDU101983,,AXA Configured Laptop - FOR LBC 3/21/22,"Unit 2602, 197 Aurora Boulevard, Brgy. Greenhills, Mandaluyong City, Metro Manila",9177076643,,,,,,,,
,,,,,,,,,FOR DEPLOYMENT ON 04-1-2022,,,,,,,,,,
05-01730,"MAGNO, JEROME RAMOS",,YONDU101918,SN-YB9ZCD,,YONDU101918,YONDU101918,,For replacement - Auto restart of the device and some kind of sound that makes noise inside the laptop,"Unit 102, 70 Governor Drive, Brgy. Loyola Heights, Santa Rosa City, Laguna",,,,,,,,,
05-01069,"MENDOZA, JOHN PAUL DELA CRUZ",use Acer P214 (i5),,,,,,,For replacement - Microphone error (Only noise is getting pickup by Mic) -  pull out old unit,,,,,,,,,,
,,,,,,,,,,"Unit 4002, 94 Bonifacio High St, Brgy. Greenhills, Makati City, Metro Manila",,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-02400,"ESGUERRA, PATRICIA ANNE CASTILLO","N/A - Apple Macbook unit ",YONDU102037,SN-DXUBD3,,YONDU102037,YONDU102037,,,"Unit 1902, 128 Aurora Boulevard, Brgy. Pinyahan, Muntinlupa City, Metro Manila",9200433352,,,,,,,,
05-02380,"ILAGAN, JUAN CARLOS AQUINO",Use Brand New Dell 3420,YONDU102038,SN-PXBVRY,,YONDU102038,YONDU102038,,IT&S,"Unit 402, 14 Ortigas Avenue, Brgy. San Antonio, Quezon City, Metro Manila",9179140163,,,,,,,,
05-02381,"FERNANDEZ, PATRICK OLIVER RIVERA",Use Brand New Dell 3420,YONDU102039,SN-NE1DDN,,YONDU102039,YONDU102039,,ISDP,"Unit 902, 105 Katipunan Avenue, Brgy. Pinyahan, Bacoor City, Cavite",9276861300,,,,,,,,
05-02382,"PADILLA, CHRISTIAN GARCIA",Use Brand New Dell 3420,YONDU102040,SN-P1L864,,YONDU102040,YONDU102040,,ISG,"Unit 1802, 1 Dr. A. Santos Ave, Brgy. Ugong, Mandaluyong City, Metro Manila",9187623008,,,,,,,,
05-02383,"ALCANTARA, MARK ANTHONY CRUZ",Use Brand New Dell 3421,YONDU102041,SN-SKZERD,,YONDU102041,YONDU102041,,ITS,"Unit 402, 61 Shaw Boulevard, Brgy. Bagong Ilog, Mandaluyong City, Metro Manila",9203833224,,,,,,,,
05-02383,"ALCANTARA, ALYSSA MARIE CRUZ",Use Brand New Dell 3422,YONDU102042,SN-BZNCXH,,YONDU102042,YONDU102042,,CMO Prodman,"Unit 2702, 4 Aurora Boulevard, Brgy. Kapitolyo, Makati City, Metro Manila",9668836245,,,,,,,,
05-02384,"FERNANDEZ, JOHN PAUL AQUINO",Use Brand New Dell 3423,YONDU102043,SN-8SL2G8,,YONDU102043,YONDU102043,,Kroma,"Unit 3402, 89 C-5 Road, Brgy. San Antonio, Calamba City, Laguna",9668905558,,,,,,,,
05-02400,"MORALES, VINCENT LOPEZ",Use Brand New Dell 3424,YONDU102044,SN-AE21D7,,YONDU102044,YONDU102044,,ISG,"Unit 302, 139 Dr. A. Santos Ave, Brgy. Palanan, Muntinlupa City, Metro Manila",9180587370,,,,,,,,
05-02401,"SALAZAR, LOVELY BAUTISTA",Use Brand New Dell 3425,YONDU102045,SN-4RY06X,,YONDU102045,YONDU102045,,Globe Recruitment,"Unit 302, 88 Boni Avenue, Brgy. Poblacion, Parañaque City, Metro Manila",9175147169,,,,,,,,
05-02383,"MENDOZA, NICOLE AQUINO",Use Brand New Dell 3426,YONDU102046,SN-3K444Y,,YONDU102046,YONDU102046,,capability build,"Unit 502, 111 Ortigas Avenue, Brgy. Alabang, Muntinlupa City, Metro Manila",9174755960,,,,,,,,
05-02401,"SORIANO, NICOLE CRUZ","Use returned Acer or Lenovo (E14, L14 or 14S)",YONDU101421,SN-DF46DA,,YONDU101421,YONDU101421,,ESG Sales,"Unit 3802, 16 Aguinaldo Highway, Brgy. Alabang, Parañaque City, Metro Manila",9273166383,,,,,,,,
05-02401,"MARQUEZ, FRANCIS VILLANUEVA",Use Brand New Dell 3420,YONDU102047,SN-B2PJSA,,YONDU102047,YONDU102047,,Tech Capability Build,"Unit 202, 196 Rizal Avenue, Brgy. Ugong, Quezon City, Metro Manila",9200136622,,,,,,,,
05-02401,"OCAMPO, PAULO MIGUEL MERCADO",Use Brand New Dell 3421,YONDU102048,SN-JBF14L,,YONDU102048,YONDU102048,,IT&S,"Unit 1802, 122 Aguinaldo Highway, Brgy. Pinyahan, Quezon City, Metro Manila",9180358380,,,,,,,,
05-02401,"DOMINGO, JOHN PAUL SANTOS",Use Brand New Dell 3420,YONDU102049,SN-TXMGXM,,YONDU102049,YONDU102049,,IT&S,"Unit 3002, 43 Commonwealth Avenue, Brgy. San Lorenzo, Quezon City, Metro Manila",9664067441,,,,,,,,
05-02401,"DOMINGO, FRANCIS TORRES","Use returned Acer or Lenovo (E14, L14 or 14S)",YONDU101943,SN-UNXNGZ,,YONDU101943,YONDU101943,,DSG Ops,"Unit 2502, 17 Commonwealth Avenue, Brgy. Ugong, Parañaque City, Metro Manila",9669305379,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,"ESGUERRA, DOMINIC MENDOZA",for refresh,YONDU102050,SN-DB4EZX,,YONDU102050,YONDU102050,,,"Unit 3302, 60 Ortigas Avenue, Brgy. San Antonio, Imus City, Cavite",,,,,,,,,
,"FLORES, PATRICK OLIVER GARCIA",PICKUP/RETURN OF CLIENT WORKTOOL,YONDU101402,SN-BRWGVR,,YONDU101402,YONDU101402,,,"Unit 2702, 121 Aguinaldo Highway, Brgy. Moonwalk, Imus City, Cavite",9667993649,,,,,,,,
,,,,SN-YG38L0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-01662,"PASCUAL, DOMINIC FLORES",,YONDU101455,SN-WBZBKE,,YONDU101455,YONDU101455,,"Replacement - due to overheating
 bloated battery
touchpad is intermittently working
and  cannot drag using touchpad - pull out old unit","Unit 3802, 150 Ortigas Avenue, Brgy. Wack-Wack, Santa Rosa City, Laguna",9201524164,,,,,,,,
05-02380,"RIVERA, CHARLENE CASTILLO",,YONDU102051,SN-U99EMU,,YONDU102051,YONDU102051,,replacement laptop (windows to MacOS) - pull out old unit,"Unit 3702, 96 Boni Avenue, Brgy. Greenhills, Taguig City, Metro Manila",9188841505,,,,,,,,
05-01707,"MARQUEZ, PAULO MIGUEL FERNANDEZ",for refresh (Reschedule),YONDU102032,SN-H85G3K,,YONDU102032,YONDU102032,,for refresh / delivery (user will purchase the old unit),"Unit 1102, 31 Shaw Boulevard, Brgy. Pinyahan, Imus City, Cavite",9668044080,,,,,,,,
05-01792,"MORALES, CAMILLE VILLANUEVA",Replacement,YONDU101329,SN-XYFZT9,,YONDU101329,YONDU101329,,no power / pull out old unit,"Unit 3402, 249 C-5 Road, Brgy. Bel-Air, Muntinlupa City, Metro Manila",9201266115,,,,,,,,
05-02479,"CORTEZ, KENNETH RIVERA",,YONDU101861,,,YONDU101861,YONDU101861,,delivery,"Unit 902, 208 Rizal Avenue, Brgy. Bel-Air, Parañaque City, Metro Manila",9204304927,,,,,,,,
05-01097,"SANTOS, KATHERINE ROSE SANTOS",for refresh (advance request),YONDU102052,SN-SWFL74,,YONDU102052,YONDU102052,,replacement due to slowness/hang issue - user will purchase the old unit,"Unit 1002, 114 Governor Drive, Brgy. San Lorenzo, Antipolo City, Rizal",9275334426,,,,,,,,
